dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.oauth_scope;default.parent_domain;custom.cycle;custom.periodicity;datasetid
;;;;;;;;;;;;;;;;Information GES;<p>La SNCF publie sa méthodologie de calcul de quantité de gaz à effet de serre (GES) émise à l'occasion d'une prestation de transport, conformément à l'article L1431.3 du Code des Transports.</p><p>Cette note méthodologique indique les valeurs d'émissions CO2e en vigueur pour chacune des activités ferroviaires de voyageurs en France ainsi que les valeurs des autres modes de transport (routier, aérien) pour comparaison.</p><p>La version en vigueur a été publiée le 10 août 2022.</p><p><br/></p>;Informations institutionnelles et financières;RSE,GES,empreinte carbone,CO2;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2022-12-01T10:10:47+00:00;False;False;;2023-06-14T01:21:06.226000+00:00;world_fr;False;France;;;SNCF Voyageurs;https://medias.sncf.com/sncfcom/pdf/DESTE/Methodologie-generale-InfoGES_2022.pdf;0;;;;;;;True;;datasncf;;Annuelle;info-ges
;;;;;;;;;;;;;;;;Carte de restauration ambulante Intercités;"<p class="""">Ce jeu de données présente l'offre de restauration ambulante à bord des trains Intercités de jour à réservation obligatoire. <span style=""font-family: inherit"">Cette offre est également visualisable au format PDF : </span><a 255);""="""" 255,="""" ;="""" background-color:="""" href=""https://medias.sncf.com/sncfcom/pdf/restauration/Carte_Intercites.pdf"" rgb(255,="""" target=""_blank"">https://medias.sncf.com/sncfcom/pdf/restauration/Carte_Intercites.pdf</a>. La carte est renouvelée trois fois par an.</p><p class=""""><span style=""font-family: inherit"">A bord des trains de nuit, une offre, plus limitée, est également proposée : </span><a 255);""="""" 255,="""" ;="""" background-color:="""" href=""https://medias.sncf.com/sncfcom/pdf/restauration/Carte_Intercites_nuit.pdf"" rgb(255,="""" style=""font-size: 0.875rem; background-color: rgb(255, 255, 255);"" target=""_blank"">https://medias.sncf.com/sncfcom/pdf/restauration/Carte_Intercites_nuit.pdf</a></p><p><a href=""https://medias.sncf.com/sncfcom/pdf/restauration/Carte_Intercites_nuit.pdf"" style=""font-family: Verdana, sans-serif; font-size: 10pt; background-color: rgb(255, 255, 255);""></a></p><p class=""MsoNormal"">Il est également possible de précommander en ligne sur le site ""<a href=""https://www.restaurationabord.sncf/"" target=""_blank"">Nos </a><span style=""font-family: inherit""><a href=""https://www.restaurationabord.sncf/"" target=""_blank"">Territoires Gourmands</a>"" des produits de la carte restauration sur les trains Intercités de jour et sur certains trains Intercités de nuit.</span><br/></p><p>



</p><p class=""""><br/></p>";Restauration;Restauration ,Bar,Menu ;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;Europe/Paris;2023-06-08T13:14:29+00:00;False;True;2023-06-08T13:14:29+00:00;2023-06-14T01:21:18.448000+00:00;;False;;;;SNCF Voyageurs ;;51;;;;;;;True;;datasncf;;Semestrielle;carte-restauration-intercites
;2014-12-04;;;;;;;;;;;;;;;Courriers institutionnels;"<p>Dans le cadre de sa démarche de transparence visant à rendre public le plus grand nombre de ses documents d’entreprise, SNCF publie les échanges de courriers institutionnels entre son équipe dirigeante et les représentants élus de l’État et des collectivités locales. </p><p>Pour des raisons légales, l’entreprise ne peut pas publier :</p><ul>
<li>les courriers contenant des informations personnelles</li><li>les courriers mettant en cause un tiers</li><li>les courriers contenant des informations sensibles pour la sécurité ou la sûreté</li><li>les courriers pouvant compromettre des marchés en concurrence</li></ul><p>Enfin, pour respecter le droit au secret de la correspondance de nos partenaires institutionnels, nous leur accordons un droit d’opposition à la publication de leurs courriers.</p>";Informations institutionnelles et financières;Courriers,Institutionnel,Transparence,Présidence;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2023-05-25T04:00:05+00:00;False;True;2023-05-25T04:00:05+00:00;2023-06-14T13:40:03.961000+00:00;world_fr;True;France;;;SNCF;;776;;;;;;;False;;;;Trimestrielle;courriers-institutionnels
;;;;;;;;;;;;;;;;Evolution des temps de parcours;"<div class=""ng-scope"" ng-non-bindable="""" style=""color: rgb(51, 51, 51); font-family: Avenir, Helvetica, Arial, sans-serif; font-size: 14px;""><p style=""margin-bottom: 0px;"">Ce jeu de données présente l'évolution du temps de parcours, calculé en minutes, entre les plus grandes villes françaises via le réseau ferroviaire depuis 1920. Le meilleur temps de parcours proposé sur la relation est retenu.</p></div><div class=""row ng-scope"" style=""margin-left: -20px; margin-right: -20px; color: rgb(51, 51, 51); font-family: Avenir, Helvetica, Arial, sans-serif; font-size: 14px;""><div class=""col-sm-12 ng-scope"" ng-if=""basicTemplate &amp;&amp; interopTemplates"" style=""position: relative; min-height: 1px; padding-left: 20px; padding-right: 20px; width: 1117.2px;""><div class=""ods-dataset-metadata-block"" style=""margin: 1em 0px; font-size: 1rem; color: rgb(51, 51, 51);""><div class=""ods-dataset-metadata-block__metadata""></div></div></div></div>";Informations institutionnelles et financières;Temps de parcours,Trajet,trafic;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2021-03-12T08:49:02+00:00;False;False;2021-07-15T11:42:00+00:00;2023-06-14T01:18:54.483000+00:00;world_fr;True;France;;;SNCF Voyageurs;;3999;;;;;;;True;;datasncf;;;meilleurs-temps-des-parcours-des-trains
;;;;;;;;;;;;;;;;Nombre de bornes d'appel d'urgence par gare Transilien;"<div class=""ods-dataset-metadata-block__description ng-scope"" ng-non-bindable="""" style=""overflow-wrap: break-word; color: rgb(51, 51, 51); font-family: Avenir, Helvetica, Arial, sans-serif;""><p>Nombre de bornes d'appel d'urgence présentes dans les gares du réseau Transilien.</p></div><div class=""row ng-scope"" style=""margin-left: -20px; margin-right: -20px; color: rgb(51, 51, 51); font-family: Avenir, Helvetica, Arial, sans-serif;""><div class=""col-sm-12 ng-scope"" ng-if=""basicTemplate &amp;&amp; interopTemplates"" style=""position: relative; min-height: 1px; padding-left: 20px; padding-right: 20px; width: 605px;""><div class=""ods-dataset-metadata-block"" style=""margin: 1em 0px; font-size: 1rem; overflow-wrap: break-word;""><div class=""ods-dataset-metadata-block__metadata""></div></div></div></div>";Services voyageurs;Transilien,Ile-de-France,Gare de voyageurs, Equipement;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;;;;2018-01-12T11:09:00+00:00;False;False;2021-12-01T15:40:12+00:00;2023-06-14T01:20:06.857000+00:00;world_fr;True;France;;;SNCF Voyageurs;;409;;;;;;;True;;datasncf;;;nombre-bornes-appel-transilien
2015-05-29;2015-05-29;Gares & Connexions;;;;3 fois par jour;;;;;;;;;;Déclarations de pertes;"<p><strong>La gestion des objets trouvés dans les trains et les gares est un service prioritaire rendu aux clients par SNCF Gares &amp; Connexions.</strong></p><p>Une application permet de mettre en relation des objets trouvés et des déclarations de perte faites par les clients via le web (gares-sncf.com), par téléphone ou en gare.</p><p>Ce jeu de données représente l'intégralité des déclarations de pertes faites par les clients tout canal confondu (web, téléphone et gare).</p>";Gares;Objets trouvés,Gare de voyageurs,Services en gare;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2023-06-14T13:00:24+00:00;False;True;2023-06-14T13:00:24+00:00;2023-06-14T13:00:24.691000+00:00;world_fr;True;France;;;Gares & Connexions;;1650048;;;;;;;False;;;;Quotidienne;objets-trouves-gares
;;;;;;;;;;;;;;;;Répartition des clients par type (Enquêtes en gare);"<p>Gares &amp; Connexions réalise régulièrement des enquêtes clients dans les gares. Ce jeu de données indique la répartition (en %) des types de clients (Arrivant, Partant, Correspondant, Non-voyageur) dans les gares enquêtées.</p><p>Les enquêtes sont réalisées lors d’un jour ouvrable de base (très souvent le jeudi), hors veille de départ de grand week-end, hors vacances scolaires.</p>";Gares,Comptage et flux;Gare de voyageurs,Gares,Fréquentation,Enquête Gares & Connexions;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2017-06-16T06:51:02+00:00;False;False;2017-06-16T07:59:42+00:00;2020-05-26T18:49:20.099000+00:00;world_fr;True;France;;;Gares & Connexions;;234;;;;;;;False;;;;Irrégulière;types-de-clients-dans-les-gares
;;;;;;;;;;;;;;;;Régularité mensuelle TGV par liaisons;"<p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;""><span style=""font-weight: bolder;"">Découvrez la régularité mensuelle TGV par liaisons (AQST).</span></p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">La régularité TGV tient compte des différentes durées de trajet des clients (aussi appelée composite).</p><ul style=""color: rgb(51, 51, 51); font-family: Avenir, Helvetica, Arial, sans-serif; font-size: 14px;""><li>Un train est considéré à l'heure si son retard au terminus est inférieur à <span style=""font-weight: bolder;"">5min</span> pour un parcours inférieur à <span style=""font-weight: bolder;"">1h30</span></li></ul><ul style=""color: rgb(51, 51, 51); font-family: Avenir, Helvetica, Arial, sans-serif; font-size: 14px;""><li>Un train est considéré à l'heure si son retard au terminus est inférieur à <span style=""font-weight: bolder;"">10min</span> pour un parcours entre <span style=""font-weight: bolder;"">1h30 et 3h</span></li></ul><ul style=""color: rgb(51, 51, 51); font-family: Avenir, Helvetica, Arial, sans-serif; font-size: 14px;""><li>Un train est considéré à l'heure si son retard au terminus est inférieur à <span style=""font-weight: bolder;"">15min</span> pour un parcours au-delà de <span style=""font-weight: bolder;"">3h</span></li></ul><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 0px; color: rgb(51, 51, 51); font-size: 14px;"">Les horaires d'arrivée sont également déterminés par des capteurs détectant le passage du train à un point déterminé marquant l'entrée en gare et exceptionnellement par des suivis manuel. La précision des mesures est la minute arrondie à minute inférieure, ce qui est conforme à l'ensemble des normes retenues pour la confection des horaires et chronogrammes de service.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 0px; color: rgb(51, 51, 51); font-size: 14px;""><br/>Le résultat de régularité global n’est ni la moyenne des résultats des 6 axes, ni la moyenne des résultats de l’ensemble des liaisons. En effet, le taux de régularité est le nombre de trains à l’heure à leur terminus sur le nombre de trains total ayant circulé sur le périmètre considéré. De plus, un même TGV peut compter dans plusieurs liaisons, mais il ne compte qu’une seule fois dans la régularité globale. <span style=""font-weight: bolder;"">Les chiffres de ce jeu de données ne doivent donc pas être utilisés pour calculer une régularité globale TGV ou par axe.</span></p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 0px; color: rgb(51, 51, 51); font-size: 14px;""><span style=""font-weight: bolder;""><br/></span><br/>Pour consulter la <span style=""font-weight: bolder;"">régularité mensuelle TGV globale, <a href=""https://voyageurs-datasncf.opendatasoft.com/explore/dataset/regularite-mensuelle-tgv-globale/table/"" style=""text-decoration: none; color: rgb(0, 136, 206);"" target=""_blank"">cliquez ici</a>.</span><br/>Pour consulter la <span style=""font-weight: bolder;"">régularité mensuelle TGV par axe, <a href=""https://voyageurs-datasncf.opendatasoft.com/explore/dataset/regularite-mensuelle-tgv-par-axe/table/"" style=""text-decoration: none; color: rgb(0, 136, 206);"" target=""_blank"">cliquez ici</a>.</span></p>";Qualité de service;Régularité,TGV,Retards,Horaires;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2023-04-18T13:01:24+00:00;False;True;2023-04-18T13:01:24+00:00;2023-06-14T01:19:37.502000+00:00;world_fr;True;France;;;SNCF Voyageurs;;7791;;;;;;;True;;datasncf;;Semestrielle;regularite-mensuelle-tgv-aqst
2014-07-07;;Direction cohésion & ressources humaines;;;;Annuelle;;Depuis 2010;;;;;;;;​Répartition par genre de l’effectif;"<p>Répartition par genre de l’effectif au 31 décembre depuis 2010.</p> <div>Précisions spécifiques sur les ressources humaines au sein de SNCF :</div><ul>
<li>""Agents au statut"" : également désigné par ""cadre permanent"" à l’intérieur de SNCF, cette notion désigne une position statutaire, quelque soit le collège de l’agent, conforme aux dispositions de la directive interne RH 001 (""Statut des relations collectives entre la SNCF et son personnel"").</li><li>""Agents contractuels"" : désigne un agent qui n’est pas au statut, mais et qui est lié à SNCF par un contrat de travail de droit commun.</li></ul> <div>Ces données sont issues du Bilan social publié chaque année par la Direction cohésion &amp; ressources humaines de SNCF. Le bilan social présente les données relatives à l’ensemble du personnel de l’entreprise à l’exception des médecins qui interviennent dans le cadre de la médecine du travail et de la médecine de soins des agents en activité, des stagiaires, des concierges et du personnel contractuel sous contrait aidé.</div><div>

<p><b>A partir de 2019, le type d’effectif prise en compte par
le Bilan Social a été modifié : les effectifs présentés sont les effectifs
totaux ( et non plus les effectifs « réels).</b></p>

<b></b><i></i><u></u><sub></sub><sup></sup><strike></strike><br/></div>";Social et ressources humaines;Social,Ressources humaines,Effectifs,Direction Cohésion;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2023-01-04T15:53:10+00:00;False;True;2023-01-04T15:53:10+00:00;2023-01-04T15:53:10.982000+00:00;world_fr;True;France;;;SNCF;;48;;;;;;;False;;;;Annuelle;repartition-genre-effectif
;;;;;;;;;;;;;;;;Répartition des clients par distance parcourue (Enquête en gare);"<p>Gares &amp; Connexions réalise régulièrement   des enquêtes clients dans  les gares. Ce jeu de données indique la   répartition (en %) de la distance parcourue  par les clients depuis la gare d'origine à la gare de destination dans les gares    enquêtées.</p><p>Ce jeu de données est issu d'enquêtes non régulières réalisées dans différentes gares de France.</p>";Gares;Gares,Gares de voyageurs,Enquête Gares & Connexions;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2017-09-28T13:20:55+00:00;False;False;2018-01-18T09:43:20+00:00;2020-05-26T18:49:21.912000+00:00;world_fr;True;France;;;Gares & Connexions;;497;;;;;;;False;;;;Irrégulière;distance-parcourue
;;;;;;;;;;;;;;;;Fichier de formes des voies du Réseau Ferré National;"<p>Le format fichier de formes (shapefile) est destiné aux systèmes d'informations géographiques (SIG). Il contient toute l'information liée à la géométrie des objets décrits. Il est composé de trois fichiers portant le même nom, avec les extensions SHP, DBF (attributs), SHX (index de la géométrie) et PRJ (système de projection de données).</p><p>Le fichier reprend l’ensemble des voies du réseau ferré national.</p><p>Un tronçon de ligne est une partie physiquement continue d’une ligne, délimitée par deux nœuds d’extrémités (origine et fin) de tronçon de ligne, et possédant un système de repérage cohérent. Lorsqu’il y a discontinuité, la ligne est découpée en plusieurs tronçon, avec un rang croissant.</p><p>La précision du shapefile des voies est métrique : usage à hautes échelles (1/1000 à 1/5000)</p><p>Les valeurs de la colonne type de voies sont les suivantes : VPL = Voies Principales Lignes ; VPA = Voies Principales Autres ; VS = Voie de service</p><p>Ce jeu publie les données en l’état des bases à fin 2018. </p>";Réseau;SNCF RESEAU,Infrastructure,Géolocalisation;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;Europe/Paris;2020-09-29T14:51:46+00:00;True;True;2022-08-10T15:37:14+00:00;2023-06-14T01:18:17.423000+00:00;world;True;World;LineString,MultiLineString;"{""coordinates"": [[[8.19524028338492, 51.07609093654901], [-4.479848798364401, 51.07609093654901], [-4.479848798364401, 42.419952722266316], [8.19524028338492, 42.419952722266316], [8.19524028338492, 51.07609093654901]]], ""type"": ""Polygon""}";SNCF Réseau;;10206;;;;;;;True;;datasncf;;;fichier-de-formes-des-voies-du-reseau-ferre-national
;;;;;;;;;;;;;;;;Lexique des abréviations SNCF;<p>Issu des ressources électroniques de la Direction des Ressources Humaines,ce jeu de données liste les abréviations propres au secteur ferroviaire. Il se veut évolutif et sera mis à jour mensuellement. </p><p>Nous distinguons dans le premier champ l’abréviation et dans le deuxième la définition et champ d’application liés aux activités de la SNCF.</p>;Social et ressources humaines;Acronyme,Abréviation ,Ressources humaines,Direction Cohésion;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2017-04-25T13:59:37+00:00;False;True;2017-04-25T13:59:37+00:00;2023-02-15T14:26:44.265000+00:00;world_fr;True;France;;;SNCF;;9502;;;;;;;False;;;;Irrégulière;lexique-des-acronymes-sncf
;;;;;;;;;;;;;;;;Liste des installations terminales embranchées;<p>Liste des installations terminales embranchées du Réseau Ferré National.</p><p>Ce jeu de donnée liste les installations terminales embranchées et localise leur point d’entrée.</p><p>Une Installation Terminale Embranchée est une voie ferrée desservant une entreprise, une usine, un dépôt, une zone industrielle ou portuaire à partir du réseau ferroviaire national afin de permettre le transport de marchandise sans rupture de charge.</p><p>Ce jeu publie les données en l’état des bases au 31/12/2021. </p><p>Les éléments d’infrastructure sont localisés par projection sur la ligne correspondante. Les coordonnées GPS proposées sont celles de la projection de l’objet sur la ligne. De ce fait, il peut y avoir un écart avec la géolocalisation de l’objet.</p><p>Quand un objet est projeté sur une ligne qui n’est plus exploitée, la traduction de la localisation n’est pas possible.</p><p>Ces objets sont localisés par leur point d’entrée sur le réseau. Ils peuvent être de ce fait localisés soit directement sur une ligne, soit sur un autre objet (lui-même localisé sur une ligne).</p><p>Lorsqu’un élément se trouve à proximité de plusieurs lignes, il est projeté sur les différentes lignes.</p><p>Les coordonnées sont exprimées en Lambert 93 et en WGS84 (EPSG:3857).</p><p>date de mise à jour le 10/08/2022</p>;Description du réseau;SNCF RESEAU,Installations terminales embranchées,Infrastructure,Géolocalisation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2020-05-26T16:33:40+00:00;True;True;2022-08-10T14:58:29+00:00;2023-06-14T01:10:08.884000+00:00;world;True;World;Point;;SNCF Réseau;;1791;;;;;;;True;;datasncf;;Annuelle;liste-des-installations-terminales-embranchees
;2014-07-08;Union européenne;;;;;;2004 à 2009;Etats membre de l'Union européenne;;;;;;;Valeurs nationales de référence de risque ferroviaire établies par la Commission européenne;"<p>Valeurs nationales de référence de risque ferroviaire établies par la Commission européenne en fonction des performances de chaque État membre dans le secteur ferroviaire.</p><p>Il existe six catégories de valeurs nationales de référence (VNR) des risques :</p><ul><li>VNR 1 : pour  les passagers</li><li>VNR 2 : pour le personnel</li><li>VNR 3 : pour les utilisateurs des passages à niveau</li><li>VNR 4 : pour les personnes définies comme ""autres""</li><li>VNR 5 : pour les personnes non autorisées</li><li>VNR 6 : pour l'ensemble de la société</li></ul><p>Les données proposées en téléchargement exposent la VNR des risques pour l'ensemble de la société (VNR 6). Plus une valeur est faible, plus le risque ferroviaire est faible lui aussi.</p><p>La VNR 6  est exprimée par le rapport suivant : nombre total de MBGP (blessés graves et tués par an en raison d’accidents graves) sur le nombre de train-km par an. L'indicateur est donc relatif à la consistance de chaque réseau ferroviaire. Le nombre total de MBGP est entendu comme la somme de toutes les MBGP prises en compte dans le calcul des autres VNR.</p><p>L'ensemble des indicateurs VNR est accessible dans la pièce jointe.</p>";Autre;Sécurité,Accidents,Union européenne;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2017-05-17T08:16:49+00:00;False;True;2017-05-17T08:16:49+00:00;2023-04-18T09:14:18.480000+00:00;world_fr;True;France;;;SNCF;;26;;;;;;;False;;;;Irrégulière;eur-lex-vrn-2013
;;;;;;;;;;;;;;;;Répartition des partants par plage de temps de précaution (Enquêtes en gare);"<p>Gares &amp; Connexions réalise régulièrement des enquêtes clients dans les gares. Ce jeu de données indique la répartition (en %) des partants par plage de temps de précaution (c’est-à-dire combien de temps les voyageurs partants arrivent en gare avant le départ de leur train).</p><p>Ces informations sont obtenues à partir des enquêtes réalisées en gare lors d’un jour ouvrable de base (très souvent le jeudi), hors veille de départ de grand week-end, hors vacances scolaires.</p>";Gares,Comptage et flux;Gare de voyageurs,Gares de voyageurs,Fréquentation,Enquête Gares & Connexions;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2017-06-16T07:56:09+00:00;False;False;2017-06-16T08:01:21+00:00;2020-05-26T18:49:20.330000+00:00;world_fr;True;France;;;Gares & Connexions;;334;;;;;;;False;;;;Irrégulière;temps-de-precaution-en-gare
;;;;;;;;;;;;;;;;Sites de livraison des Technicentres SNCF;"<p>Liste des points de livraison des technicentres SNCF avec leurs 
principales caractéristiques (horaires d'ouverture, adresses, 
coordonnées GPS, etc.).</p>";matériel roulant;Points de livraison,Technicentres industriels,Matériel roulant;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2022-11-04T09:15:54+00:00;False;True;2022-11-04T09:15:54+00:00;2023-06-14T01:20:31.556000+00:00;world_fr;True;France;Point;"{""coordinates"": [[[7.749471981078386, 51.03997197467834], [-1.7008060030639172, 51.03997197467834], [-1.7008060030639172, 42.69152797758579], [7.749471981078386, 42.69152797758579], [7.749471981078386, 51.03997197467834]]], ""type"": ""Polygon""}";SNCF Voyageurs;;81;;;;;;;True;;datasncf;;Annuelle;sites-de-livraison-sncf-ti-geoparts-v2
;;;;;;;;;;;;;;;;Détecteurs de boite chaude;<p>Liste et localisation des détecteurs de boite chaude du Réseau Ferré National.</p><p>Ce jeu publie les données en l’état des bases  au 31/12/2021.</p><p>Les coordonnées sont une conversion des coordonnées ferroviaires en Lambert 93 et en WGS 84 (EPSG:3857).</p><p>data de mise à jour 21/04/2023</p>;Description du réseau;SNCF RESEAU,Détecteurs de boite chaude,Infrastructure,Géolocalisation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2020-05-26T16:17:43+00:00;True;True;2023-04-21T10:53:25+00:00;2023-06-14T01:10:42.984000+00:00;world_fr;True;France;Point;;SNCF Réseau;;94;;;;;;;True;;datasncf;;Annuelle;detecteurs-de-boite-chaude
;;;;;;;;;;;;;;;;Coût EFN CCO du groupe SNCF Réseau depuis 2015;<p>Coût EFN depuis 2015 issu du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RÉSEAU et ses filiales)</p>;Réseau;SNCF RESEAU,Comptes Consolidés,EFN,Coût;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T10:04:57+00:00;True;True;2021-06-29T09:46:09+00:00;2023-06-14T01:15:43.276000+00:00;world_fr;True;France;;;SNCF Réseau;;10;;;;;;;True;;datasncf;;Annuelle;cout-efn-2017-cco
;;;;;;;;;;;;;;;;Horaires des lignes Intercités;"<p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">Horaires des lignes Intercités opérées par la SNCF :</p><ul><li style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">horaires théoriques aux formats <a href=""https://developers.google.com/transit/gtfs/reference"" style=""text-decoration: none; color: rgb(0, 136, 206);"">GTFS</a> et NeTEx, mis à jour quotidiennement sur les 60 jours de circulation à venir ;.</li><li style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">horaires temps réel au format GTFS-RT (service ""Trip Updates"") : mis à jour toutes les 2 minutes pour les trains circulant dans les 60 prochaines minutes.</li></ul><p class="""" style=""font-family: Avenir, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);""><br/></p><p class="""" style=""font-family: Avenir, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">L'exposition de l'offre de transport des lignes Intercités, déjà disponible au niveau théorique aux format GTFS et NeTEx (qui est la norme technique européenne pour l'échange de données de transport), s'enrichit à compter de juillet 2022 d'une information en temps réel GTFS-RT (service Trip Updates). </p><p class="""" style=""font-family: Avenir, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Les fichiers sont disponibles aux liens suivants :<br/></p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">
</p><ul><li style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">pour le GTFS : <a href=""https://eu.ftp.opendatasoft.com/sncf/gtfs/export-intercites-gtfs-last.zip"" target=""_blank"">https://eu.ftp.opendatasoft.com/sncf/gtfs/export-intercites-gtfs-last.zip</a><a href=""https://eu.ftp.opendatasoft.com/sncf/gtfs/export-intercites-gtfs-last.zip""></a></li><li style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">pour le NeTEx : <a href=""https://eu.ftp.opendatasoft.com/sncf/horaires/export-intercites-netex-last.zip"" target=""_blank"">https://eu.ftp.opendatasoft.com/sncf/horaires/export-intercites-netex-last.zip</a><a href=""https://eu.ftp.opendatasoft.com/sncf/horaires/export-intercites-netex-last.zip"" target=""_blank""></a></li><li style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">pour le GTFS-RT, service Trip Updates : <a href=""https://proxy.transport.data.gouv.fr/resource/sncf-ic-gtfs-rt-trip-updates"" target=""_blank"">https://proxy.transport.data.gouv.fr/resource/sncf-ic-gtfs-rt-trip-updates</a><a href=""https://proxy.transport.data.gouv.fr/resource/sncf-ic-trip-update"" target=""_blank""></a></li></ul><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;""><br/></p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">Quelques remarques techniques :</p><ul><li style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">Des mises à jour ont été effectuées sur les données GTFS : le plan de transport théorique intègre désormais à l'échelle nationale les adaptations connues la veille à 17h en cas de perturbations ou de mouvements sociaux.</li><li style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;""> Une actualisation des référentiels internes relatifs aux circulations a été effectuée le 25 juin 2022.</li></ul>
<p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">En cas de question, vous pouvez contacter l'équipe Open data SNCF Voyageurs à l'adresse suivante : <a href=""mailto:Data_Office_Secretariat_General_SA_Voyageurs@sncf.fr"">Data_Office_Secretariat_General_SA_Voyageurs@sncf.fr</a></p>";Horaires et itinéraires;Horaires,Train,Gare de voyageurs,Intercités,GTFS,NeTEx,GTFS-RT,Temps réel;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2023-06-13T03:00:02+00:00;False;True;2022-07-12T12:46:11+00:00;2023-06-14T01:18:59.467000+00:00;world_fr;False;France;;;SNCF Voyageurs;;3;;;;;;;True;;datasncf;;Quotidienne;sncf-intercites-gtfs
;2014-05-24;;;;;;;;;;;;;;;Facilités de circulation;<p>Facilités de circulation des agents SNCF et des ayants droit.</p>;Social et ressources humaines;facilité circulation ,Paie et Famille;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2023-03-09T08:24:19+00:00;False;True;2023-03-09T08:24:19+00:00;2023-03-09T08:24:19.307000+00:00;world_fr;True;France;;;SNCF;;5;;;;;;;False;;;;Irrégulière;facilites-circulation
